,First Name,Last Name,Gender,Age,Occupation,Annual Salary,ID,index_A
1851,Sofia,Douglas,Female,19,Insurer,128100,672220,45
1852,Maddie,Mason,Female,23,Lecturer,36345,104493,645
1853,Rafael,Higgins,Male,27,Cook,97114,52955,390
1854,Tiana,Howard,Female,19,Historian,186542,807241,771
1855,Michelle,Gray,Female,30,Architect,67986,982009,828
1856,Adison,Casey,Male,22,Archeologist,100885,687169,588
1857,Emily,Andrews,Female,20,Teacher,168684,557203,994
1858,Chelsea,Hill,Female,20,Jeweller,182467,463153,691
1859,Alexander,Barnes,Male,18,Graphic Designer,63327,483492,249
1860,Rafael,Craig,Male,23,Salesman,96489,455651,490
1861,Adison,Davis,Male,27,Chemist,75992,427673,836
1862,Penelope,Henderson,Female,20,Composer,67146,88486,762
1863,Eleanor,Gibson,Female,22,Lawer,185575,654966,719
1864,Patrick,Baker,Male,18,Auditor,135955,112949,520
1865,Wilson,Myers,Male,28,Astronomer,62495,308197,906
1866,Ellia,Stewart,Female,18,Chef,58135,105450,907
1867,Jared,Evans,Male,19,Aeroplane Pilot,190917,390281,23
1868,Victor,Gray,Male,18,Salesman,146682,26949,423
1869,Adrianna,Myers,Female,28,Photographer,191882,281586,391
1870,Carina,Myers,Female,22,Insurer,61823,978705,239
1871,Andrew,Watson,Male,28,Scientist,48476,730206,811
1872,Grace,Thompson,Female,30,Architect,108801,92080,49
1873,Carlos,Johnston,Male,30,Salesman,192778,60631,220
1874,Arianna,Chapman,Female,20,Social Worker,133553,618781,75
1875,Rebecca,Barrett,Female,23,Teacher,197676,667855,786
1876,Violet,Lloyd,Female,20,Singer,52275,86011,971
1877,Florrie,Murphy,Female,22,Veterinarian,145995,561987,457
1878,Brooke,Ferguson,Female,29,Scientist,189364,395918,405
1879,Kellan,Murray,Male,30,Police Officer,80668,202174,192
1880,Grace,Higgins,Female,20,Insurer,108104,829005,181
1881,Chloe,Allen,Female,19,Hairdresser,30531,826127,466
1882,Melanie,Allen,Female,30,Biochemist,49723,291751,290
1883,Lydia,Henderson,Female,25,Fine Artist,33808,310903,154
1884,Tiana,Clark,Female,30,Geologist,184729,13483,621
1885,Kelsey,Montgomery,Female,21,Jeweller,140907,462050,904
1886,Anna,Mitchell,Female,23,Fashion Designer,194786,743645,363
1887,Oliver,Gray,Male,28,Florist,146288,514534,721
1888,Michelle,Roberts,Female,29,Police Officer,178002,898954,228
1889,Lucia,Harrison,Female,25,Scientist,198903,558148,608
1890,Grace,Gibson,Female,23,Fine Artist,172031,2929,377
1891,Andrew,Allen,Male,28,Carpenter,97654,50797,561
1892,Heather,Craig,Female,24,Firefighter,180628,413576,893
1893,Cadie,Myers,Female,19,Insurer,90133,654919,3
1894,Arnold,Kelly,Male,18,Geologist,182651,491272,991
1895,Julian,Scott,Male,18,Cook,180939,455323,395
1896,Sofia,Anderson,Female,22,Meteorologist,50033,133754,212
1897,Maria,Warren,Female,25,Historian,116772,700248,516
1898,Lucas,Gibson,Male,22,Actor,117920,844920,330
1899,Alisa,Higgins,Female,26,Dancer,30234,629588,598
1900,Edward,Gray,Male,26,Geologist,43443,532822,167
1901,Miley,Murphy,Female,23,Pharmacist,146999,733897,351
1902,Vivian,Elliott,Female,23,Medic,60367,695019,818
1903,Catherine,Dixon,Female,24,Fine Artist,163556,884538,883
1904,Carl,Morgan,Male,19,Police Officer,129787,463240,915
1905,Jack,Alexander,Male,27,Actor,52018,777449,141
1906,Preston,Parker,Male,25,Jeweller,185247,298228,613
1907,Jordan,Craig,Male,19,Electrician,139059,73849,895
1908,Kristian,Farrell,Male,29,Programmer,51829,87092,797
1909,Jessica,Hall,Female,25,Insurer,39953,842526,169
1910,Amelia,Richardson,Female,25,Florist,35551,941046,566
1911,April,Richards,Female,19,Pharmacist,52674,356450,997
1912,Dexter,Alexander,Male,18,Engineer,159204,371312,718
1913,Kelsey,Hamilton,Female,18,Carpenter,144625,959238,235
1914,Amanda,Sullivan,Female,18,,97975,531735,357
1915,Marcus,Brooks,Male,19,Historian,,685330,122
1916,Roland,Allen,Male,21,,180550,730817,150
1917,Elian,Craig,Male,27,Scientist,30303,177463,917
1918,Sarah,Ferguson,Female,20,Chef,73380,593735,526
1919,Savana,Myers,Female,22,Driver,147611,660631,125
1920,Anna,Clark,Female,29,Physicist,155117,682382,445
1921,Roland,Miller,Male,29,,57663,267162,940
1922,Ellia,Reed,Female,19,Manager,67466,965434,645
1923,Lucas,Carroll,Male,29,,181445,931982,621
1924,James,Gray,Male,21,Interpreter,42125,188663,416
1925,Blake,Edwards,Male,26,Fashion Designer,131633,379179,903
1926,Connie,Reed,Female,27,Physicist,126239,697811,728
1927,Dexter,Morrison,Male,30,,68482,292631,916
1928,Alissa,Higgins,Female,30,Aeroplane Pilot,199131,146096,129
1929,Grace,Allen,Female,24,Jeweller,170438,349095,989
1930,Chester,Walker,Male,20,Archeologist,64357,664594,373
1931,Dale,Davis,Male,23,Photographer,149922,83767,4
1932,Marcus,Watson,Male,23,Dancer,76123,518894,913
1933,Joyce,Morgan,Female,24,Electrician,30121,878917,370
1934,Sam,Perkins,Male,19,Actor,140499,870289,48
1935,Ned,Reed,Male,22,Lecturer,197272,578574,898
1936,Tony,Hawkins,Male,18,Insurer,192205,307812,208
1937,Edward,Brooks,Male,,Mechanic,108373,169687,584
1938,Brooke,Moore,Female,21,Lawer,143825,504885,787
1939,Vincent,Kelley,Male,18,Interpreter,168082,839235,2
1940,Melissa,Hunt,Female,25,Fine Artist,177948,867488,970
1941,Carl,Miller,Male,27,Economist,44183,379484,512
1942,Jordan,Cameron,Male,30,Programmer,186306,389506,495
1943,Oscar,Miller,Male,21,Driver,96610,567922,299
1944,Aida,Martin,Female,21,Photographer,78440,36292,259
1945,Julian,Wells,Male,30,Pharmacist,123343,206503,779
1946,Kristian,Gray,Male,30,Composer,73908,560520,702
1947,Amanda,Armstrong,Female,27,Biochemist,101362,325355,435
1948,Chelsea,Howard,Female,26,Accountant,146402,838129,77
1949,Oliver,Chapman,Male,27,Veterinarian,178649,460836,10
1950,Edith,Sullivan,Female,26,Actor,143615,22307,827
1951,Roman,Holmes,Male,30,Mechanic,184576,702100,256
1952,Frederick,Walker,Male,22,Electrician,155871,188463,673
1953,Mary,Riley,Female,18,Economist,133336,617815,333
1954,Martin,Davis,Male,21,Singer,193858,64370,92
1955,Maximilian,Cooper,Male,18,Interpreter,198700,769996,867
1956,Arthur,Ferguson,Male,19,Manager,172281,537314,139
1957,Briony,Gray,Female,29,Teacher,108205,306836,124
1958,Lucas,Nelson,Male,21,Accountant,79668,681667,679
1959,Camila,Thomas,Female,18,Firefighter,44224,890007,798
1960,Brad,Harrison,Male,19,Biochemist,188736,21970,108
1961,Myra,Dixon,Female,23,Graphic Designer,75810,801938,464
1962,Jared,Anderson,Male,23,Police Officer,35089,683533,938
1963,Jasmine,Cunningham,Female,20,Producer,94419,333355,776
1964,Lyndon,Adams,Male,27,Fine Artist,148498,783573,29
1965,Samantha,Anderson,Female,23,Firefighter,124730,657470,165
1966,Wilson,Davis,Male,22,Dancer,30190,34761,200
1967,Maddie,Scott,Female,19,Teacher,97361,816434,951
1968,Roman,Davis,Male,19,Dancer,76560,566138,507
1969,Sawyer,Ellis,Male,27,Interior Designer,66071,914885,8
1970,Victor,Craig,Male,22,Journalist,65889,888993,131
1971,David,Scott,Male,23,Dancer,162216,996858,920
1972,Vincent,Harris,Male,19,Baker,133827,145661,348
1973,Melissa,Sullivan,Female,20,Jeweller,36071,570021,92
1974,Ellia,Campbell,Female,22,Historian,197274,489496,817
1975,Annabella,Miller,Female,25,Baker,161861,85911,998
1976,Rubie,Taylor,Female,18,Geologist,123556,313643,230
1977,Alina,Cole,Female,28,Police Officer,31242,434409,457
1978,Carlos,Thompson,Male,21,Veterinarian,109132,482202,578
1979,Alexander,Spencer,Male,26,Geologist,38756,769809,49
1980,Arnold,Farrell,Male,26,Driver,156574,333334,804
1981,Adrian,Cooper,Male,20,Composer,47832,106755,389
1982,Reid,Harper,Male,23,Pharmacist,154615,588931,815
1983,Kate,Barnes,Female,23,Singer,165400,623093,301
1984,Alfred,Williams,Male,26,Carpenter,163592,168880,715
1985,Alexia,Craig,Female,18,Social Worker,45398,237865,810
1986,Arthur,Casey,Male,28,Chemist,91328,517885,881
1987,Tara,Payne,Female,28,Auditor,110171,94260,913
1988,Reid,Allen,Male,29,Pharmacist,180455,13861,959
1989,Roman,Tucker,Male,19,Graphic Designer,181983,605523,848
1990,Kelsey,Cameron,Female,25,Agronomist,48302,811415,358
1991,Maria,Gray,Female,20,Mechanic,108498,324912,310
1992,Kevin,Edwards,Male,25,Lawer,108378,294888,542
1993,Henry,Morrison,Male,29,Producer,140815,332442,573
